------+---------------------------------------------+-------------+----+---------+------+-----------------------+----------------------------------------------------------------------
 Line | # File                                 Line | Line Type   | MX |  Reloc  | Size | Address   Object Code |  Source Code
 1356 |  1                             dma.s    232 | Code        | 11 |         |    2 | 00/0098 : E2 30       |                          sep   #$30                 
 1357 |  1                             dma.s    233 | Code        | 11 |         |    2 | 00/009A : A9 00       |                          lda   #0                   
 1358 |  1                             dma.s    234 | Code        | 11 |         |    4 | 00/009C : 8F 04 00 AF |                          sta   >{$AF0004}           
 1359 |  1                             dma.s    235 | Code        | 00 |         |    2 | 00/00A0 : C2 30       |                          rep   #$30                 
 1360 |  1                             dma.s    236 | Empty       | 00 |         |    0 | 00/00A2               |                                                     
 1361 |  1                             dma.s    237 | Comment     | 00 |         |    0 | 00/00A2               | ;-----------------------------------------------------------
 1362 |  1                             dma.s    238 | Comment     | 00 |         |    0 | 00/00A2               | ;
 1363 |  1                             dma.s    239 | Comment     | 00 |         |    0 | 00/00A2               | ; Copy the Pixels into Video Memory
 1364 |  1                             dma.s    240 | Comment     | 00 |         |    0 | 00/00A2               | ;
 1365 |  1                             dma.s    241 | Variable    | 00 |         |    0 | 00/00A2               | ]count                   =     0                    
 1366 |  1                             dma.s    245 | Code        | 00 |         |    3 | 00/00A2 : A9 00 00    |                          lda   #0                   
 1367 |  1                             dma.s    246 | Code        | 00 |         |    1 | 00/00A5 : AA          |                          tax                        
 1368 |  1                             dma.s    247 | Code        | 00 |         |    1 | 00/00A6 : A8          |                          tay                        
 1369 |  1                             dma.s    248 | Code        | 00 |         |    1 | 00/00A7 : 3A          |                          dec                        
 1370 |  1                             dma.s    249 | Code        | 00 |         |    3 | 00/00A8 : 54 C0 10    |                          mvn   ^1048576,^12582912   
 1371 |  1                             dma.s    245 | Code        | 00 |         |    3 | 00/00AB : A9 00 00    |                          lda   #0                   
 1372 |  1                             dma.s    246 | Code        | 00 |         |    1 | 00/00AE : AA          |                          tax                        
 1373 |  1                             dma.s    247 | Code        | 00 |         |    1 | 00/00AF : A8          |                          tay                        
 1374 |  1                             dma.s    248 | Code        | 00 |         |    1 | 00/00B0 : 3A          |                          dec                        
 1375 |  1                             dma.s    249 | Code        | 00 |         |    3 | 00/00B1 : 54 C1 11    |                          mvn   ^1114112,^12648448   
 1376 |  1                             dma.s    245 | Code        | 00 |         |    3 | 00/00B4 : A9 00 00    |                          lda   #0                   
 1377 |  1                             dma.s    246 | Code        | 00 |         |    1 | 00/00B7 : AA          |                          tax                        
 1378 |  1                             dma.s    247 | Code        | 00 |         |    1 | 00/00B8 : A8          |                          tay                        
 1379 |  1                             dma.s    248 | Code        | 00 |         |    1 | 00/00B9 : 3A          |                          dec                        
 1380 |  1                             dma.s    249 | Code        | 00 |         |    3 | 00/00BA : 54 C2 12    |                          mvn   ^1179648,^12713984   
 1381 |  1                             dma.s    245 | Code        | 00 |         |    3 | 00/00BD : A9 00 00    |                          lda   #0                   
 1382 |  1                             dma.s    246 | Code        | 00 |         |    1 | 00/00C0 : AA          |                          tax                        
 1383 |  1                             dma.s    247 | Code        | 00 |         |    1 | 00/00C1 : A8          |                          tay                        
 1384 |  1                             dma.s    248 | Code        | 00 |         |    1 | 00/00C2 : 3A          |                          dec                        
 1385 |  1                             dma.s    249 | Code        | 00 |         |    3 | 00/00C3 : 54 C3 13    |                          mvn   ^1245184,^12779520   
